priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds,batch_order,authorization_version
109,bdg2,3,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.3127084062521,2680.801895696707,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77642,110,192.62439908971527,6941.108362560799,70,matched_forecasting005_core_completion_125_v1
110,bdg2,6,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.1244644735828,2679.075509272029,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77592,111,192.50035256908876,6936.638418224898,71,matched_forecasting005_core_completion_125_v1
111,bdg2,1,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.3576782977492,3579.973001125903,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103684,112,257.232788892842,9269.234170471573,72,matched_forecasting005_core_completion_125_v1
112,bdg2,3,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.2070831516137,3578.5918919861606,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103644,113,257.13355167634074,9265.658215002852,73,matched_forecasting005_core_completion_125_v1
113,bdg2,6,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.0188392189444,3576.8655055614827,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103594,114,257.00950515571424,9261.188270666951,74,matched_forecasting005_core_completion_125_v1
117,bdg2,1,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.4633035523875,2682.183004836449,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77682,118,192.7236363062165,6944.68431802952,75,matched_forecasting005_core_completion_125_v1
118,bdg2,3,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.3127084062521,2680.801895696707,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77642,119,192.62439908971527,6941.108362560799,76,matched_forecasting005_core_completion_125_v1
119,bdg2,6,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.1244644735828,2679.075509272029,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77592,120,192.50035256908876,6936.638418224898,77,matched_forecasting005_core_completion_125_v1
120,bdg2,1,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.3576782977492,3579.973001125903,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103684,121,257.232788892842,9269.234170471573,78,matched_forecasting005_core_completion_125_v1
121,bdg2,3,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.2070831516137,3578.5918919861606,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103644,122,257.13355167634074,9265.658215002852,79,matched_forecasting005_core_completion_125_v1
122,bdg2,6,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.0188392189444,3576.8655055614827,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103594,123,257.00950515571424,9261.188270666951,80,matched_forecasting005_core_completion_125_v1
126,bdg2,1,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.4633035523875,2682.183004836449,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77682,127,192.7236363062165,6944.68431802952,81,matched_forecasting005_core_completion_125_v1
127,bdg2,3,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.3127084062521,2680.801895696707,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77642,128,192.62439908971527,6941.108362560799,82,matched_forecasting005_core_completion_125_v1
128,bdg2,6,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.1244644735828,2679.075509272029,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77592,129,192.50035256908876,6936.638418224898,83,matched_forecasting005_core_completion_125_v1
129,bdg2,1,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.3576782977492,3579.973001125903,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103684,130,257.232788892842,9269.234170471573,84,matched_forecasting005_core_completion_125_v1
130,bdg2,3,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.2070831516137,3578.5918919861606,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103644,131,257.13355167634074,9265.658215002852,85,matched_forecasting005_core_completion_125_v1
131,bdg2,6,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.0188392189444,3576.8655055614827,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103594,132,257.00950515571424,9261.188270666951,86,matched_forecasting005_core_completion_125_v1
135,bdg2,1,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.4633035523875,2682.183004836449,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77682,136,192.7236363062165,6944.68431802952,87,matched_forecasting005_core_completion_125_v1
136,bdg2,3,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.3127084062521,2680.801895696707,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77642,137,192.62439908971527,6941.108362560799,88,matched_forecasting005_core_completion_125_v1
137,bdg2,6,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.1244644735828,2679.075509272029,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77592,138,192.50035256908876,6936.638418224898,89,matched_forecasting005_core_completion_125_v1
138,bdg2,1,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.3576782977492,3579.973001125903,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103684,139,257.232788892842,9269.234170471573,90,matched_forecasting005_core_completion_125_v1
139,bdg2,3,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.2070831516137,3578.5918919861606,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103644,140,257.13355167634074,9265.658215002852,91,matched_forecasting005_core_completion_125_v1
140,bdg2,6,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.0188392189444,3576.8655055614827,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103594,141,257.00950515571424,9261.188270666951,92,matched_forecasting005_core_completion_125_v1
144,bdg2,1,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s46_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.4633035523875,2682.183004836449,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77682,145,192.7236363062165,6944.68431802952,93,matched_forecasting005_core_completion_125_v1
145,bdg2,3,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s46_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.3127084062521,2680.801895696707,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77642,146,192.62439908971527,6941.108362560799,94,matched_forecasting005_core_completion_125_v1
146,bdg2,6,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s46_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,292.1244644735828,2679.075509272029,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",77592,147,192.50035256908876,6936.638418224898,95,matched_forecasting005_core_completion_125_v1
147,bdg2,1,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s46_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.3576782977492,3579.973001125903,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103684,148,257.232788892842,9269.234170471573,96,matched_forecasting005_core_completion_125_v1
148,bdg2,3,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s46_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.2070831516137,3578.5918919861606,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103644,149,257.13355167634074,9265.658215002852,97,matched_forecasting005_core_completion_125_v1
149,bdg2,6,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s46_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,390.0188392189444,3576.8655055614827,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",103594,150,257.00950515571424,9261.188270666951,98,matched_forecasting005_core_completion_125_v1
153,pleia,1,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f1_s42_v1""]",outputs/matched_forecasting005/pleia_h1_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.91538030533671,769.5885403928788,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22289,154,76.2149057366535,1001.6841827825732,99,matched_forecasting005_core_completion_125_v1
154,pleia,3,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f1_s42_v1""]",outputs/matched_forecasting005/pleia_h3_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.90032079072316,769.4504294789047,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22285,155,76.20122815475452,1001.5044198173828,100,matched_forecasting005_core_completion_125_v1
155,pleia,6,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f1_s42_v1""]",outputs/matched_forecasting005/pleia_h6_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.88149639745623,769.2777908364369,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22280,156,76.18413117738078,1001.2797161108946,101,matched_forecasting005_core_completion_125_v1
159,pleia,1,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f1_s43_v1""]",outputs/matched_forecasting005/pleia_h1_f1_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.91538030533671,769.5885403928788,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22289,160,76.2149057366535,1001.6841827825732,102,matched_forecasting005_core_completion_125_v1
160,pleia,3,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f1_s43_v1""]",outputs/matched_forecasting005/pleia_h3_f1_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.90032079072316,769.4504294789047,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22285,161,76.20122815475452,1001.5044198173828,103,matched_forecasting005_core_completion_125_v1
161,pleia,6,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f1_s43_v1""]",outputs/matched_forecasting005/pleia_h6_f1_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.88149639745623,769.2777908364369,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22280,162,76.18413117738078,1001.2797161108946,104,matched_forecasting005_core_completion_125_v1
